0.1	-0.1	3.83966011250105
0.2	-0.2	13.8996601125011
0.3	-0.3	26.3603398874989
0.4	-0.4	36.5003398874989
0.5	-0.5	40.5
0.6	-0.6	36.900339887499
0.7	-0.7	27.1603398874989
0.8	-0.8	15.0996601125011
0.9	-0.9	5.43966011250106
1.0	-1.0	2.0
1.1	1.1	6.23966011250106
1.2	1.2	16.699660112501
1.3	1.3	29.5603398874989
1.4	1.4	40.1003398874989
1.5	1.5	44.5
1.6	1.6	41.300339887499
1.7	1.7	31.960339887499
1.8	1.8	20.2996601125011
1.9	1.9	11.0396601125011
-1.9	1.9	11.0396601125011
-1.8	1.9	20.2996601125011
-1.7	1.7	31.960339887499
-1.6	1.6	41.300339887499
-1.5	1.5	44.5
-1.4	1.4	40.1003398874989
-1.3	1.3	29.5603398874989
-1.2	1.2	16.699660112501
-1.1	1.1	6.23966011250106
-1.0	1.0	2.0
-0.9	-0.9	5.43966011250102
-0.8	-0.8	15.0996601125011
-0.7	-0.7	27.1603398874989
-0.6	-0.6	36.900339887499
-0.5	-0.5	40.5
-0.4	-0.4	36.5003398874989
-0.3	-0.3	26.3603398874989
-0.2	-0.2	13.899660112501
-0.1	-0.1	3.83966011250102
0.0	0.0	0.0
2.0	2.0	8.0
-2.0	2.0	8.0
