5.2;3.5;1.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.9;3.0;1.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.7;3.2;1.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.6;3.1;1.5;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;3.6;1.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.2;2.7;3.9;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;2.0;3.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.9;3.0;4.2;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;2.2;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.1;2.9;4.7;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.7;3.3;5.7;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.7;3.0;5.2;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.3;2.5;5.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.5;3.0;5.2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.2;3.4;5.4;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
